full_name,team,position,grp,points,qb,rush,recv,def,base,snap_pct,rot_w,years_exp
Emeka Egbuka,TB,WR,WR,0.39,0.0,-0.15,0.26,0.0,0.27,0.7764705882352942,0.6,1
Kevin Austin Jr.,NO,WR,WR,0.39,0.0,0.06,0.15,0.0,0.18,0.5259375,0.6,4
Mazi Smith,NYJ,DL,DL,0.39,0.0,0.0,0.0,0.21,0.18,0.32798139768728,0.0,3
Tristan Wirfs,TB,OL,OL,0.39,0.0,0.0,0.24,0.0,0.16,0.35,0.95,6
Darnell Wright,CHI,OL,OL,0.39,0.0,0.0,0.0,0.23,0.16,0.35,0.95,3
Tremon Smith,HOU,DB,DB,0.39,0.0,0.0,0.0,0.34,0.05,0.092265565875473,0.0,8
Michael Bandy,DEN,WR,WR,0.39,0.0,0.0,0.36,0.0,0.03,0.09162534435261709,0.0,5
Brittain Brown,CHI,RB,RB,0.39,0.0,0.39,-0.01,0.0,0.01,0.05555555555555556,0.65,4
Otito Ogbonnia,DAL,DL,DL,0.38,0.0,0.0,0.0,0.19,0.19,0.34561323366555924,0.0,4
Tyler Johnson,DAL,WR,WR,0.38,0.0,0.0,0.24,0.0,0.14,0.41274853801169586,0.15,6
Omarr Norman-Lott,KC,DL,DL,0.38,0.0,0.0,0.0,0.23,0.14,0.258,0.25,1
K.J. Britt,NE,LB,LB,0.38,0.0,0.0,0.0,0.28,0.11,0.2680298089786221,0.0,5
Nephi Sewell,CHI,LB,LB,0.38,0.0,0.0,0.0,0.36,0.02,0.04488787375415281,0.0,4
Shedeur Sanders,CLE,QB,QB,0.37,-0.54,-0.0,0.0,0.0,0.92,0.91625,1.0,1
Clark Phillips III,ATL,DB,DB,0.37,0.0,0.0,0.0,0.25,0.11,0.22649766899766896,0.0,3
Audric Estimé,NO,RB,RB,0.37,0.0,0.1,0.19,0.0,0.08,0.3078434065934066,0.65,2
Tutu Atwell,MIA,WR,WR,0.36,0.01,-0.05,0.28,0.0,0.12,0.34802878150401373,0.6,5
Tre Hawkins III,WAS,DB,DB,0.36,0.0,0.0,0.0,0.27,0.09,0.17791855203619908,0.0,3
Jordan Magee,WAS,LB,LB,0.36,0.0,0.0,0.0,0.28,0.08,0.20884803921568623,0.0,2
Tylan Wallace,CLE,WR,WR,0.36,0.0,0.0,0.29,0.0,0.07,0.20550376436238152,0.6,5
Tom Kennedy,DET,WR,WR,0.36,0.03,0.0,0.28,0.0,0.05,0.14624060150375945,0.15,7
Keondre Jackson,BAL,DB,DB,0.36,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1
Behren Morton,NE,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
DJ Uiagalelei,LAC,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1
Matthew Caldwell,LA,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Athan Kaliakmanis,WAS,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Adrian Martinez,SF,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,3
Kyron Drones,GB,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Mark Gronowski,MIA,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Joe Fagnano,BAL,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Cam Miller,MIA,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1
Jack Strand,ATL,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Luke Altmyer,DET,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Miller Moss,CHI,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Carter Bradley,JAX,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,2
Connor Bazelak,TB,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1
Jalon Daniels,TB,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Stetson Bennett,LA,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,3
Cade Klubnik,NYJ,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Jacob Clark,LV,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Sam Hartman,WAS,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,2
Graham Mertz,HOU,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1
Kurtis Rourke,SF,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1
Will Howard,PIT,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1
Taylen Green,CLE,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Will Grier,CAR,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,7
Joey Aguilar,JAX,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Cole Payton,PHI,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Haynes King,CAR,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Garrett Nussmeier,KC,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Diego Pavia,BAL,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0
Kyle McCord,GB,QB,QB,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1
Storm Duck,MIA,DB,DB,0.35,0.0,0.0,0.0,0.16,0.18,0.3671428571428571,0.0,2
Derrick Nnadi,IND,DL,DL,0.35,0.0,0.0,0.0,0.17,0.18,0.3228888888888889,0.0,8
John Ridgeway,NO,DL,DL,0.35,0.0,0.0,0.0,0.19,0.16,0.28881321687888034,0.35,4
Malik Harrison,PIT,LB,LB,0.35,0.0,0.0,0.0,0.2,0.14,0.35520231611162983,0.0,6
Luke Musgrave,GB,TE,TE,0.35,0.0,0.0,0.23,0.0,0.12,0.4150734166118781,0.4,3
Brevin Jordan,HOU,TE,TE,0.35,0.0,0.0,0.22,0.0,0.12,0.41542196969696965,0.15,5
Shemar Jean-Charles,SEA,DB,DB,0.35,0.0,0.0,0.0,0.29,0.06,0.12533333333333335,0.0,5
Deane Leonard,LAC,DB,DB,0.35,0.0,0.0,0.0,0.29,0.06,0.11339910735259573,0.0,4
Marques Sigle,SF,DB,DB,0.34,0.0,0.0,0.0,0.12,0.22,0.44647058823529406,0.0,1
K.J. Osborn,TEN,WR,WR,0.34,0.0,0.08,0.04,0.0,0.22,0.630196568627451,0.6,6
Zeek Biggers,MIA,DL,DL,0.34,0.0,0.0,0.0,0.13,0.2,0.36888888888888893,0.55,1
Marquez Valdes-Scantling,DAL,WR,WR,0.34,0.0,-0.04,0.19,0.0,0.19,0.5401594516594516,0.3,8
Ricky Barber,WAS,DL,DL,0.34,0.0,0.0,0.0,0.23,0.12,0.21500000000000002,0.0,1
Grant Calcaterra,PHI,TE,TE,0.34,0.0,0.0,0.22,0.0,0.12,0.3918904577334809,0.4,4
Hunter Long,JAX,TE,TE,0.34,0.0,0.0,0.25,0.0,0.09,0.3002567158637334,0.4,5
Malik Herring,TEN,DL,DL,0.34,0.0,0.0,0.0,0.25,0.09,0.15789489580187255,0.0,5
Jake Bobo,SEA,WR,WR,0.34,0.0,0.03,0.23,0.0,0.08,0.23372979961215257,0.0,3
Logan Lee,PIT,DL,DL,0.34,0.0,0.0,0.0,0.29,0.06,0.10714285714285714,0.0,2
Brenden Schooler,NE,DB,DB,0.34,0.0,0.0,0.0,0.32,0.01,0.02887824897400821,0.0,4
Jamal Hill,HOU,LB,LB,0.34,0.0,0.0,0.0,0.34,0.0,0.007142857142857143,0.0,2
Jakobie Keeney-James,GB,WR,WR,0.33,0.0,0.0,-0.0,0.0,0.33,0.94,0.3,1
Cade Otton,TB,TE,TE,0.33,0.0,-0.09,0.15,0.0,0.27,0.915419684642523,0.8,4
Xavier Hutchinson,HOU,WR,WR,0.33,0.05,0.16,-0.06,0.0,0.18,0.5002519118308592,0.15,3
Myles Harden,CLE,DB,DB,0.33,0.0,0.0,0.0,0.13,0.2,0.39749999999999996,0.3,2
Evan Engram,DEN,TE,TE,0.33,0.0,0.01,0.14,0.0,0.18,0.6043411688262049,0.4,9
Shemar Bartholomew,GB,DB,DB,0.33,0.0,0.0,0.0,0.16,0.17,0.33525,0.0,2
Lil'Jordan Humphrey,DEN,WR,WR,0.33,0.0,0.0,0.16,0.0,0.16,0.46771764705882357,0.15,7
Jahdae Barron,DEN,DB,DB,0.33,0.0,0.0,0.0,0.19,0.14,0.2852631578947369,0.0,1
Jordon Riley,GB,DL,DL,0.33,0.0,0.0,0.0,0.19,0.14,0.2538313609467456,0.0,3
Christian Kirk,SF,WR,WR,0.32,-0.01,-0.0,0.11,0.0,0.22,0.6335844704353477,0.3,8
Jalen Nailor,LV,WR,WR,0.32,0.0,-0.19,0.3,0.03,0.17,0.49326949384404917,0.8,4
Frank Crum,DEN,OL,OL,0.32,0.0,0.0,0.16,0.0,0.16,0.35,0.95,2
Greg Dortch,DET,WR,WR,0.32,0.0,0.04,0.16,0.0,0.13,0.3572117102396515,0.3,7
Ali Gaye,HOU,LB,LB,0.32,0.0,0.0,0.0,0.24,0.08,0.19724999999999998,0.0,3
Jaylon Carlies,IND,LB,LB,0.32,0.0,0.0,0.0,0.26,0.06,0.14425,0.0,2
Case Keenum,CHI,QB,QB,0.31,-0.15,-0.06,0.0,0.0,0.51,0.5142857142857142,0.0,14
Erick Hallett,TEN,DB,DB,0.31,0.0,0.0,0.0,0.04,0.27,0.5325,0.0,3
Jordan Phillips,MIA,DL,DL,0.31,0.0,0.0,0.0,0.07,0.24,0.43647058823529405,0.65,1
Rashid Shaheed,SEA,WR,WR,0.31,0.0,0.06,0.03,0.0,0.22,0.62171650055371,0.6,4
Van Jefferson,WAS,WR,WR,0.31,0.0,0.01,0.08,0.0,0.22,0.621496180290298,0.8,6
James Conner,ARI,RB,RB,0.31,0.0,-0.1,0.16,0.11,0.14,0.5683910256410256,0.65,9
Demani Richardson,CAR,DB,DB,0.31,0.0,0.0,0.0,0.22,0.08,0.1688392857142857,0.0,2
Anthony Johnson Jr.,CHI,DB,DB,0.31,0.0,0.0,0.0,0.24,0.07,0.14921052631578943,0.0,3
Mecole Hardman,BUF,WR,WR,0.31,0.0,0.05,0.2,0.0,0.06,0.1845506172839506,0.0,7
Corey Ballentine,DAL,DB,DB,0.31,0.0,0.0,0.0,0.25,0.06,0.1255740740740741,0.0,7
Jacob Cowing,SF,WR,WR,0.31,0.0,0.03,0.24,0.0,0.04,0.10400000000000001,0.0,2
Evan Anderson,SF,DL,DL,0.3,0.0,0.0,0.0,0.11,0.19,0.3441666666666667,0.0,2
Tyler Lacy,DET,DL,DL,0.3,0.0,0.0,0.0,0.11,0.18,0.33470085470085464,0.25,3
Johnathan Edwards,IND,DB,DB,0.3,0.0,0.0,0.0,0.14,0.16,0.325,0.0,1
Gunnar Helm,TEN,TE,TE,0.3,0.0,0.0,0.14,0.0,0.16,0.525625,0.4,1
Corey Thornton,CAR,DB,DB,0.3,0.0,0.0,0.0,0.22,0.08,0.16833333333333333,0.0,1
Darren Hall,ATL,DB,DB,0.3,0.0,0.0,0.0,0.21,0.08,0.16987343925424417,0.0,5
Jeremy McNichols,WAS,RB,RB,0.3,0.0,0.09,0.16,0.0,0.06,0.22700225456036074,0.3,9
Raheem Layne,NYG,DB,DB,0.29,0.0,0.0,0.0,0.11,0.19,0.37554374307862687,0.0,4
Malik Washington,MIA,WR,WR,0.29,0.0,0.21,-0.1,0.0,0.18,0.5239285714285713,0.8,2
Zion Logue,BUF,DL,DL,0.29,0.0,0.0,0.0,0.11,0.18,0.32,0.0,2
Ethan Bonner,MIA,DB,DB,0.29,0.0,0.0,0.0,0.11,0.18,0.35,0.0,3
Zacch Pickens,NYG,DL,DL,0.29,0.0,0.0,0.0,0.12,0.17,0.3095625942684766,0.0,3
Ja'Tavion Sanders,CAR,TE,TE,0.29,0.0,0.0,0.14,0.0,0.15,0.5123918269230768,0.4,2
Jay Tufele,DET,DL,DL,0.29,0.0,0.0,0.0,0.14,0.15,0.26791452991452996,0.0,5
Matt Dickerson,JAX,DL,DL,0.29,0.0,0.0,0.0,0.15,0.14,0.25741403299542837,0.0,8
Shemar Turner,CHI,DL,DL,0.29,0.0,0.0,0.0,0.16,0.13,0.236,0.0,1
Erick All,CIN,TE,TE,0.29,0.0,0.0,0.16,0.0,0.13,0.4188888888888889,0.4,2
DJ Johnson,WAS,LB,LB,0.29,0.0,0.0,0.0,0.17,0.12,0.2936376444068752,0.0,3
Mitchell Evans,CAR,TE,TE,0.29,0.0,0.2,-0.02,0.0,0.11,0.37888888888888894,0.15,1
Elijah Higgins,ARI,TE,TE,0.29,0.0,0.0,0.17,0.0,0.11,0.3815439462498286,0.4,3
Tristin McCollum,LV,DB,DB,0.29,0.0,0.0,0.0,0.21,0.08,0.15185897435897433,0.0,4
Chase Lucas,TB,DB,DB,0.29,0.0,0.0,0.0,0.26,0.03,0.060215053763440864,0.0,4
De'Von Achane,MIA,RB,RB,0.28,-0.02,0.19,-0.05,0.0,0.16,0.6553054298642534,0.65,3
Trey Palmer,NO,WR,WR,0.28,0.0,0.07,0.07,0.0,0.14,0.4097160664819944,0.3,3
Davis Allen,LA,TE,TE,0.28,0.0,0.0,0.17,0.0,0.11,0.3779251508295625,0.15,3
Myles Adams,DET,DL,DL,0.28,0.0,0.0,0.0,0.17,0.1,0.18954181818181817,0.0,6
Keleki Latu,BUF,TE,TE,0.28,0.0,0.0,0.21,0.0,0.07,0.23399999999999999,0.0,1
Otis Reese,NE,LB,LB,0.28,0.0,0.0,0.0,0.22,0.06,0.14412955465587046,0.0,3
Stone Smartt,PHI,TE,TE,0.28,0.0,0.0,0.23,0.0,0.05,0.16022909745293468,0.0,4
Warren Brinson,GB,DL,DL,0.27,0.0,0.0,0.0,0.06,0.2,0.37250000000000005,0.0,1
John Bates,WAS,TE,TE,0.27,0.0,0.0,0.13,0.0,0.14,0.47629215686274506,0.4,5
Eric Johnson,MIN,DL,DL,0.27,0.0,0.0,0.0,0.16,0.11,0.2004963253800463,0.0,4
Josh Whyle,GB,TE,TE,0.27,0.0,0.0,0.17,0.0,0.1,0.3428412328412328,0.15,3
Payne Durham,TB,TE,TE,0.27,0.0,0.0,0.18,0.0,0.09,0.3109602815485168,0.15,3
Tyrus Wheat,DAL,DL,DL,0.27,0.0,0.0,0.0,0.19,0.08,0.14064102564102565,0.0,3
Isaiah Williams,NYJ,WR,WR,0.27,-0.04,0.14,0.08,0.0,0.09,0.24552083333333335,0.6,2
Jordan Burch,ARI,LB,LB,0.26,0.0,0.0,0.0,0.09,0.17,0.4364705882352941,0.0,1
Phidarian Mathis,BUF,DL,DL,0.26,0.0,0.0,0.0,0.09,0.16,0.2965016611295681,0.0,4
David Sills,TB,WR,WR,0.26,0.0,0.0,0.11,0.0,0.14,0.4125628837393544,0.15,7
Decamerion Richardson,LV,DB,DB,0.26,0.0,0.0,0.0,0.12,0.14,0.27208333333333323,0.0,2
Darius Cooper,PHI,WR,WR,0.26,0.0,0.0,0.17,0.0,0.09,0.26071428571428573,0.15,1
Terrell Burgess,NO,DB,DB,0.26,0.0,0.0,0.0,0.2,0.06,0.12402525252525254,0.0,6
Johnathan Baldwin,GB,DB,DB,0.25,0.0,0.0,0.0,0.0,0.25,0.495,0.0,1
Joshua Farmer,NE,DL,DL,0.25,0.0,0.0,0.0,0.09,0.16,0.2853846153846154,0.0,1
PJ Mustipher,ARI,DL,DL,0.25,0.0,0.0,0.0,0.1,0.15,0.2689506172839506,0.0,3
Korie Black,NYG,DB,DB,0.25,0.0,0.0,0.0,0.12,0.13,0.26,0.0,1
Jacoby Jones,WAS,WR,WR,0.25,0.0,0.0,0.12,0.0,0.12,0.35,0.3,1
Braxton Berrios,NYG,WR,WR,0.25,0.01,0.14,0.01,0.0,0.09,0.25325326797385617,0.0,8
Kingsley Jonathan,NYJ,DL,DL,0.25,0.0,0.0,0.0,0.16,0.09,0.16287375415282393,0.0,4
Qwan'tez Stiggers,NYJ,DB,DB,0.25,0.0,0.0,0.0,0.17,0.08,0.1675595238095238,0.0,2
Ben Skowronek,PIT,WR,WR,0.25,0.0,-0.02,0.2,0.0,0.08,0.22069793169793173,0.3,5
Rayuan Lane III,JAX,DB,DB,0.25,0.0,0.0,0.0,0.21,0.05,0.09777777777777778,0.0,1
Reggie Gilliam,NE,RB,RB,0.25,0.0,0.04,0.03,0.14,0.04,0.165473913542025,0.3,6
Tyler Owens,WAS,DB,DB,0.25,0.0,0.0,0.0,0.23,0.02,0.03713235294117647,0.0,2
Ross Blacklock,ATL,DL,DL,0.24,0.0,0.0,0.0,0.09,0.15,0.26576423576423575,0.0,6
Durham Smythe,BAL,TE,TE,0.24,0.0,0.04,0.08,0.0,0.12,0.39909872721018236,0.4,8
Luke McCaffrey,WAS,WR,WR,0.24,0.0,0.0,0.12,0.0,0.11,0.3237291666666667,0.15,2
Matt Henningsen,DEN,DL,DL,0.24,0.0,0.0,0.0,0.14,0.11,0.1974331550802139,0.0,4
Johnny Mundt,PHI,TE,TE,0.24,0.0,0.0,0.14,0.0,0.1,0.3388976034858387,0.15,9
Andrew Ogletree,IND,TE,TE,0.24,0.0,0.0,0.15,0.0,0.1,0.31771116138763195,0.15,4
Robert Beal Jr.,MIA,DL,DL,0.24,0.0,0.0,0.0,0.14,0.09,0.17175824175824173,0.0,3
Sam Franklin Jr.,BUF,DB,DB,0.24,0.0,0.0,-0.14,0.35,0.03,0.06156518747850015,0.0,6
Khalil Dorsey,DET,DB,DB,0.24,0.0,0.0,0.13,0.08,0.03,0.05343573093573093,0.0,6
Deshaun Watson,CLE,QB,QB,0.23,-0.4,-0.26,0.0,0.0,0.89,0.8885300207039339,0.0,9
Mason Taylor,NYJ,TE,TE,0.23,0.0,0.0,-0.02,0.0,0.24,0.8107692307692307,0.8,1
Vederian Lowe,SF,OL,OL,0.23,0.0,0.0,0.07,0.0,0.16,0.35,0.95,4
Brock Wright,DET,TE,TE,0.23,0.0,0.0,0.07,0.0,0.16,0.5225782828282828,0.4,5
Jaden Crumedy,GB,DL,DL,0.23,0.0,0.0,0.0,0.08,0.15,0.2688333333333333,0.0,2
Russ Yeast,CIN,DB,DB,0.23,0.0,0.0,0.0,0.09,0.14,0.2783478260869566,0.0,4
Odell Beckham Jr.,NYG,WR,WR,0.23,0.0,0.01,0.1,0.0,0.12,0.3458366402116402,0.0,12
Cobee Bryant,ATL,DB,DB,0.23,0.0,0.0,0.0,0.12,0.11,0.21714285714285714,0.0,1
Devin Duvernay,ARI,WR,WR,0.23,0.0,0.04,0.14,0.0,0.06,0.17799354797249534,0.0,6
Tre Avery,CLE,DB,DB,0.23,0.0,0.0,0.0,0.17,0.06,0.1160487264673311,0.0,4
Bryce Oliver,TEN,WR,WR,0.23,0.0,0.0,0.18,0.0,0.05,0.14620833333333333,0.0,2
Kevin Knowles,KC,DB,DB,0.23,0.0,0.0,0.0,0.18,0.05,0.09461538461538462,0.0,1
Rico Payton,NYG,DB,DB,0.23,0.0,0.0,0.0,0.21,0.02,0.04940104166666666,0.0,2
Gardner Minshew,ARI,QB,QB,0.22,0.44,-0.72,0.0,0.0,0.49,0.49396171802054156,0.0,7
Spencer Burford,LV,OL,OL,0.22,0.0,0.0,0.0,0.06,0.16,0.35,0.95,4
Isaiahh Loudermilk,MIN,DL,DL,0.22,0.0,0.0,0.0,0.09,0.13,0.24092840166369578,0.0,5
Sam Roberts,NYG,DL,DL,0.22,0.0,0.0,0.0,0.1,0.12,0.21986046511627907,0.0,4
Greedy Vance,LV,DB,DB,0.22,0.0,0.0,0.0,0.11,0.11,0.22833333333333336,0.0,1
Kyle Williams,NE,WR,WR,0.22,0.0,-0.06,0.18,0.0,0.11,0.30380952380952386,0.0,1
Anthony Goodlow,PIT,DL,DL,0.22,0.0,0.0,0.0,0.12,0.1,0.18666666666666665,0.0,2
Luke Schoonmaker,DAL,TE,TE,0.22,0.0,0.0,0.12,0.0,0.1,0.3302346237640355,0.4,3
Nate Adkins,DEN,TE,TE,0.22,0.0,0.0,0.13,0.0,0.09,0.3016161616161616,0.15,3
Quinton Bohanna,JAX,DL,DL,0.22,0.0,0.0,0.0,0.13,0.09,0.16725315425315423,0.0,5
Brandon Johnson,LV,WR,WR,0.22,0.0,0.0,0.13,0.0,0.09,0.25779264214046826,0.6,4
Hunter Luepke,DAL,RB,RB,0.22,0.0,-0.03,0.2,0.0,0.06,0.2227090665325959,0.65,3
Mason Kinsey,TEN,WR,WR,0.22,0.0,0.0,0.18,0.0,0.04,0.12144444444444444,0.0,6
Jared Wiley,KC,TE,TE,0.22,0.0,0.0,0.18,0.0,0.04,0.13357142857142854,0.0,2
Segun Olubi,LV,LB,LB,0.22,0.0,0.0,0.0,0.21,0.01,0.025511171910624714,0.0,4
Travis Hunter,JAX,WR,WR,0.21,0.0,-0.07,-0.12,0.17,0.24,0.6885714285714286,0.3,1
Mekhi Wingo,DET,DL,DL,0.21,0.0,0.0,0.0,0.0,0.21,0.38409090909090904,0.0,2
Dorian Strong,BUF,DB,DB,0.21,0.0,0.0,0.0,0.0,0.21,0.4175,0.0,1
Kyren Williams,LA,RB,RB,0.21,0.0,-0.1,0.13,0.0,0.18,0.7090769230769232,0.65,4
Esezi Otomewo,PIT,DL,DL,0.21,0.0,0.0,0.0,0.06,0.15,0.265568376068376,0.0,4
Jaylen Warren,PIT,RB,RB,0.21,0.0,-0.08,0.17,0.0,0.12,0.46932702538379706,0.65,4
Ben Sinnott,WAS,TE,TE,0.21,0.0,0.0,0.12,0.0,0.09,0.313140625,0.15,2
Xavier Restrepo,TEN,WR,WR,0.21,0.0,0.0,0.14,0.0,0.08,0.22,0.0,1
Kaevon Merriweather,HOU,DB,DB,0.21,0.0,0.0,0.0,0.15,0.06,0.12873372781065087,0.0,3
Raheim Sanders,CLE,RB,RB,0.21,0.0,0.07,0.07,0.0,0.06,0.2575,0.65,1
Collin Oliver,GB,LB,LB,0.2,0.0,0.0,0.0,0.01,0.18,0.46,0.0,1
Will Bradley-King,SF,DL,DL,0.2,0.0,0.0,0.0,0.01,0.18,0.3333333333333333,0.0,5
Trent Scott,WAS,OL,OL,0.2,0.0,0.0,0.04,0.0,0.16,0.35,0.95,8
David Quessenberry,LA,OL,OL,0.2,0.0,0.0,0.0,0.04,0.16,0.35,0.95,13
Mike Caliendo,KC,OL,OL,0.2,0.0,0.0,0.04,0.0,0.16,0.35,0.95,4
Braiden McGregor,NYJ,DL,DL,0.2,0.0,0.0,0.0,0.05,0.15,0.2749107142857143,0.0,2
Mo Alie-Cox,IND,TE,TE,0.2,0.0,0.0,0.08,0.0,0.13,0.42044444444444445,0.4,9
Luke Farrell,SF,TE,TE,0.2,0.0,0.0,0.1,0.0,0.1,0.3333488820089439,0.15,5
Anthony Firkser,WAS,TE,TE,0.2,0.0,0.0,0.13,0.0,0.07,0.24429819624819624,0.0,9
Quintin Morris,JAX,TE,TE,0.2,0.0,0.0,0.12,0.01,0.06,0.21100793193654452,0.15,5
Curtis Robinson,DAL,LB,LB,0.2,0.0,0.0,0.0,0.14,0.05,0.134,0.0,5
Eku Leota,ARI,LB,LB,0.2,0.0,0.0,0.0,0.14,0.05,0.13201923076923075,0.0,3
Jake Hansen,HOU,LB,LB,0.2,0.0,0.0,0.0,0.17,0.03,0.07225510923185342,0.0,4
Colson Yankoff,WAS,TE,TE,0.2,0.0,0.0,0.17,0.0,0.02,0.08276785714285716,0.0,2
A.J. Green,MIA,DB,DB,0.2,0.0,0.0,0.0,0.18,0.02,0.04554367201426026,0.0,6
Marlowe Wax,LAC,LB,LB,0.2,0.0,0.0,0.0,0.18,0.01,0.03666666666666667,0.0,1
Shane Buechele,BUF,QB,QB,0.19,-0.26,0.0,0.0,0.0,0.45,0.45,0.0,5
Jay'viar Suggs,NO,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.25,0
Eric O'Neill,DET,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Chris Smith,DET,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,3
Vincent Anthony,KC,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
D.J. Withers,DAL,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Tyreak Sapp,CLE,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Albert Regis,JAX,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.25,0
Dani Dennis-Sutton,GB,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
DeShawn McKnight,TB,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Jalan Gaines,SEA,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.25,1
Landon Robinson,CIN,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Arden Walker,MIN,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.55,0
James Thompson,SF,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Laki Tasi,LV,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,1
Deven Eastern,SEA,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
C.J. Nunnally,ATL,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Tommy Akingbesote,BUF,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,1
Brandon Cleveland,LV,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
R Mason Thomas,KC,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Jahmeer Carter,LAC,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.35,0
Dion Wilson,BAL,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Nadame Tucker,LAC,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.25,0
Bobby Jamison-Travis,NYG,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Bryson Eason,SF,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Jordan Miller,DEN,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.35,2
Quindarius Dunnigan,JAX,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Jayden Loving,CHI,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Jeremiah Martin,CHI,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,3
Gary Smith,LV,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
David Blay,NE,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.25,0
Logan Fano,CLE,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Cashius Howell,CIN,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
Wy'Kevious Thomas,SEA,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,1
L.T. Overton,DAL,DL,DL,0.19,0.0,0.0,0.0,0.0,0.19,0.35,0.0,0
