full_name,team,position,grp,points,qb,rush,recv,def,base,snap_pct,rot_w,years_exp
Omar Speights,LA,LB,LB,0.74,0.0,0.0,0.0,0.51,0.23,0.5666447368421053,0.2,2
Kendrick Bourne,ARI,WR,WR,0.74,0.01,0.11,0.43,0.0,0.2,0.5745925925925924,0.6,9
James Pierre,MIN,DB,DB,0.74,0.0,0.0,-0.13,0.74,0.13,0.26733115468409585,0.3,6
Tre Brown,NYJ,DB,DB,0.74,0.0,0.0,0.0,0.62,0.12,0.24563158323158327,0.0,5
Spencer Rattler,NO,QB,QB,0.73,0.18,0.07,-0.35,0.0,0.84,0.8409523809523809,0.0,2
J.J. McCarthy,MIN,QB,QB,0.73,-0.29,0.1,0.0,0.0,0.92,0.916,0.0,2
Will Johnson,ARI,DB,DB,0.73,0.0,0.0,0.0,0.29,0.44,0.8725,0.3,1
K'Von Wallace,BAL,DB,DB,0.73,0.0,0.0,0.0,0.51,0.22,0.43235132275132276,0.0,6
Reddy Steward,DAL,DB,DB,0.73,0.0,0.0,0.0,0.52,0.21,0.4114705882352941,0.0,2
Cameron Thomas,ATL,DL,DL,0.73,0.0,0.0,0.0,0.59,0.13,0.24176470588235296,0.0,4
Christian Roland-Wallace,KC,DB,DB,0.73,0.0,0.0,0.0,0.6,0.13,0.25339772727272725,0.0,2
Desjuan Johnson,LA,DL,DL,0.73,0.0,0.0,0.0,0.61,0.12,0.22227920227920225,0.25,3
Ryan Flournoy,DAL,WR,WR,0.73,0.0,0.0,0.6,0.0,0.12,0.3546875,0.6,2
Chris Braswell,TB,LB,LB,0.73,0.0,0.0,0.0,0.62,0.11,0.27678921568627446,0.0,2
Sam Howell,DAL,QB,QB,0.72,0.11,0.04,-0.01,0.0,0.58,0.5768286445012789,0.0,4
Shavon Revel Jr.,DAL,DB,DB,0.72,0.0,0.0,0.0,0.31,0.41,0.8114285714285714,0.15,1
Trey Amos,WAS,DB,DB,0.72,0.0,0.0,0.0,0.33,0.39,0.7809999999999999,0.0,1
Jerry Jeudy,CLE,WR,WR,0.72,0.0,0.31,0.13,0.0,0.28,0.8100556644880172,0.85,6
Rashod Bateman,BAL,WR,WR,0.72,0.0,0.02,0.47,0.0,0.23,0.6542862997950718,0.6,5
Cole Holcomb,PIT,LB,LB,0.72,0.0,0.0,0.0,0.54,0.18,0.45042388167388175,0.0,7
Lathan Ransom,CAR,DB,DB,0.72,0.0,0.0,0.0,0.55,0.17,0.34117647058823536,0.15,1
Isaiah Likely,NYG,TE,TE,0.72,0.0,0.0,0.56,0.0,0.16,0.5433339847566935,0.4,4
Michael Wilson,ARI,WR,WR,0.71,0.0,-0.06,0.49,0.0,0.28,0.8055920060331824,0.8,3
Elijah Roberts,TB,DL,DL,0.71,0.0,0.0,0.0,0.45,0.27,0.48352941176470593,0.25,1
Cody Simon,ARI,LB,LB,0.71,0.0,0.0,0.0,0.5,0.21,0.524375,0.0,1
Zachary Carter,ARI,DL,DL,0.71,0.0,0.0,0.0,0.5,0.2,0.37181654546763626,0.0,4
DeMario Douglas,NE,WR,WR,0.71,0.0,0.09,0.46,0.0,0.15,0.43170401493930904,0.15,3
Markquese Bell,DAL,DB,DB,0.71,0.0,0.0,0.0,0.57,0.14,0.2747402992204634,0.0,4
Mykal Walker,NYJ,LB,LB,0.71,0.0,0.0,0.0,0.6,0.11,0.2671802054154996,0.45,6
Tanner McKee,PHI,QB,QB,0.7,0.36,-0.12,0.0,0.0,0.46,0.46312499999999995,0.0,3
Cole Kmet,CHI,TE,TE,0.7,-0.03,0.05,0.38,0.06,0.24,0.7876252723311548,0.4,6
Naquan Jones,HOU,DL,DL,0.7,0.0,0.0,0.0,0.55,0.15,0.2772566137566137,0.0,5
Jahmyr Gibbs,DET,RB,RB,0.7,0.0,0.26,0.28,0.0,0.15,0.6133190883190883,0.65,3
Daniel Bellinger,TEN,TE,TE,0.7,-0.0,0.03,0.52,0.0,0.15,0.4975185655657613,0.8,4
Malcolm Rodriguez,DET,LB,LB,0.7,0.0,0.0,0.0,0.57,0.12,0.3047774086378737,0.2,4
Alijah Huzzie,HOU,DB,DB,0.7,0.0,0.0,0.0,0.62,0.08,0.17,0.0,1
Antonio Hamilton,WAS,DB,DB,0.69,0.0,0.0,0.0,0.57,0.12,0.2327319865319865,0.0,10
Trevor Nowaske,DET,LB,LB,0.69,0.0,0.0,0.0,0.63,0.06,0.15022222222222223,0.0,3
Tyler Higbee,LA,TE,TE,0.68,0.0,0.0,0.51,0.0,0.17,0.5744850622870231,0.8,10
Eli Apple,SF,DB,DB,0.68,0.0,0.0,0.0,0.53,0.14,0.28923950617283944,0.0,10
Kenny Pickett,CAR,QB,QB,0.67,0.0,0.23,0.0,0.0,0.44,0.4421914132379248,0.0,4
Kaiir Elam,KC,DB,DB,0.67,0.0,0.0,0.0,0.41,0.26,0.5174152823920267,0.0,4
Kalia Davis,CLE,DL,DL,0.67,0.0,0.0,0.0,0.46,0.21,0.3736686390532544,0.25,4
Demarcus Robinson,SF,WR,WR,0.67,0.0,0.09,0.39,0.0,0.2,0.5665688147383708,0.6,10
Jonathan Owens,IND,DB,DB,0.67,0.0,0.0,0.0,0.51,0.16,0.3282140645731977,0.0,8
Josh Wallace,LA,DB,DB,0.67,0.0,0.0,0.0,0.58,0.1,0.19673374613003095,0.0,2
Andy Dalton,PHI,QB,QB,0.66,0.19,-0.08,0.0,0.0,0.55,0.5468359788359788,0.0,15
Starling Thomas V,ARI,DB,DB,0.66,0.0,0.0,0.0,0.31,0.36,0.7108797729618164,0.0,3
Quincy Riley,NO,DB,DB,0.66,0.0,0.0,0.0,0.39,0.27,0.5394117647058824,0.0,1
Levi Onwuzurike,DET,DL,DL,0.66,0.0,0.0,0.0,0.41,0.25,0.45000296272355095,0.65,5
Cedric Gray,TEN,LB,LB,0.66,0.0,0.0,0.0,0.42,0.24,0.6084375,0.2,2
Shy Tuttle,WAS,DL,DL,0.65,0.0,0.0,0.0,0.43,0.22,0.39686187363834413,0.0,7
Neville Gallimore,CHI,DL,DL,0.65,0.0,0.0,0.0,0.46,0.19,0.3516579520697168,0.0,6
Drake Jackson,WAS,DL,DL,0.65,0.0,0.0,0.0,0.48,0.16,0.2982177419354839,0.0,4
Trenton Simpson,BAL,LB,LB,0.65,0.0,0.0,0.0,0.51,0.14,0.3461498769548305,0.0,3
Jordan Elliott,TEN,DL,DL,0.64,0.0,0.0,0.0,0.38,0.26,0.46835000000000004,0.35,6
Walter Nolen,ARI,DL,DL,0.64,0.0,0.0,0.0,0.41,0.24,0.4316666666666667,0.0,1
Benito Jones,LV,DL,DL,0.64,0.0,0.0,0.0,0.44,0.2,0.36518741450068404,0.0,6
Isaiah Stalbird,NO,LB,LB,0.64,0.0,0.0,0.0,0.63,0.02,0.03970588235294118,0.0,2
Alfred Collins,SF,DL,DL,0.63,0.0,0.0,0.0,0.37,0.26,0.4794444444444445,0.0,1
Josh Newton,CIN,DB,DB,0.63,0.0,0.0,0.0,0.45,0.18,0.35801470588235296,0.0,2
Ty Okada,SEA,DB,DB,0.63,0.0,0.0,0.0,0.45,0.17,0.344102564102564,0.15,3
Tatum Bethune,SF,LB,LB,0.63,0.0,0.0,0.0,0.49,0.15,0.36676948051948055,0.45,2
Demetrius Flannigan-Fowles,BUF,LB,LB,0.63,0.0,0.0,0.0,0.53,0.1,0.25065497076023396,0.2,7
Rock Ya-Sin,DET,DB,DB,0.62,0.0,0.0,0.0,0.42,0.21,0.4115125919831802,0.0,7
Jaden Hicks,KC,DB,DB,0.62,0.0,-0.2,0.0,0.63,0.2,0.4014558823529411,0.0,2
Cam Lewis,CHI,DB,DB,0.62,0.0,0.0,0.0,0.45,0.17,0.34531280051981805,0.15,7
Amani Oruwariye,BAL,DB,DB,0.62,0.0,0.0,0.0,0.47,0.15,0.3026315789473684,0.0,7
Marvin Mims Jr.,DEN,WR,WR,0.62,0.0,0.06,0.43,0.0,0.13,0.3640645424836601,0.6,3
Que Robinson,DEN,LB,LB,0.62,0.0,0.0,0.0,0.49,0.13,0.32142857142857145,0.0,1
Larrell Murchison,LA,DL,DL,0.62,0.0,0.0,0.0,0.53,0.09,0.16224690082644624,0.0,6
Kenneth Grant,MIA,DL,DL,0.61,0.0,0.0,0.0,0.32,0.29,0.52,0.75,1
Darrell Baker Jr.,MIA,DB,DB,0.61,0.0,0.0,0.0,0.33,0.28,0.5636730506155951,0.92,4
Mike Green,BAL,LB,LB,0.61,0.0,0.0,0.0,0.35,0.25,0.6358823529411763,0.45,1
Levi Drake Rodriguez,MIN,DL,DL,0.61,0.0,0.0,0.0,0.45,0.17,0.30046875,0.75,2
Marco Wilson,MIA,DB,DB,0.61,0.0,0.0,0.0,0.45,0.16,0.31562010582010586,0.82,5
Darnay Holmes,ATL,DB,DB,0.61,0.0,0.0,0.0,0.48,0.12,0.2469197403903286,0.0,6
JD Bertrand,ATL,LB,LB,0.61,0.0,0.0,0.0,0.53,0.08,0.19499999999999995,0.0,2
Tyler Davis,LA,DL,DL,0.6,0.0,0.0,0.0,0.39,0.2,0.37229166666666674,0.35,2
Ambry Thomas,PHI,DB,DB,0.6,0.0,0.0,0.0,0.42,0.18,0.3591953601953602,0.0,5
Samuel Womack,NYJ,DB,DB,0.6,0.0,0.0,0.0,0.42,0.18,0.3513651090791274,0.0,4
Ty'Ron Hopper,GB,LB,LB,0.6,0.0,0.0,0.0,0.56,0.03,0.08013888888888887,0.0,2
Teddy Bridgewater,DET,QB,QB,0.59,0.38,0.07,0.0,0.0,0.15,0.148984126984127,0.0,12
Max Melton,ARI,DB,DB,0.59,0.0,0.0,0.0,0.28,0.31,0.61125,0.0,2
Theo Johnson,NYG,TE,TE,0.59,0.0,0.0,0.34,0.0,0.26,0.8577083333333332,0.8,2
Ruke Orhorhoro,JAX,DL,DL,0.59,0.0,0.0,0.0,0.35,0.24,0.44076286764705874,0.35,2
Tyleik Williams,DET,DL,DL,0.59,0.0,0.0,0.0,0.37,0.22,0.40705882352941164,0.35,1
Jake Browning,TB,QB,QB,0.58,-0.14,0.26,-0.06,0.0,0.53,0.5313960113960113,0.0,7
Thomas Booker,LV,DL,DL,0.58,0.0,0.0,0.0,0.37,0.21,0.379109243697479,0.0,4
Jayden Higgins,HOU,WR,WR,0.58,0.0,0.0,0.37,0.0,0.2,0.5826315789473685,0.6,1
Christian McCaffrey,SF,RB,RB,0.58,0.01,-0.4,0.77,0.0,0.19,0.7799194653299916,0.65,9
Marcus Harris,TEN,DB,DB,0.58,0.0,0.0,0.0,0.39,0.19,0.3821428571428571,0.15,1
Isaiah Hodgins,NYG,WR,WR,0.58,0.0,0.0,0.38,0.0,0.19,0.5509996887643948,0.3,6
CJ West,SF,DL,DL,0.58,0.0,0.0,0.0,0.4,0.18,0.32812500000000006,0.0,1
Akayleb Evans,CAR,DB,DB,0.58,0.0,0.0,0.0,0.48,0.1,0.2002881896944824,0.0,4
Broderick Washington,BAL,DL,DL,0.57,0.0,0.0,0.0,0.34,0.24,0.4319611992945325,0.25,6
Andrei Iosivas,CIN,WR,WR,0.57,0.0,-0.02,0.35,0.0,0.24,0.6784700226244342,0.6,3
Michael Carter II,PHI,DB,DB,0.57,0.0,0.0,0.0,0.37,0.2,0.4072439273145156,0.0,5
Yahya Black,PIT,DL,DL,0.57,0.0,0.0,0.0,0.37,0.2,0.3633333333333334,0.35,1
Dontayvion Wicks,PHI,WR,WR,0.57,0.02,0.04,0.34,0.0,0.17,0.48648926237161527,0.8,3
James Lynch,CHI,DL,DL,0.57,0.0,0.0,0.0,0.41,0.16,0.2822088592522029,0.0,6
Khalid Kareem,NYG,DL,DL,0.57,0.0,0.0,0.0,0.42,0.15,0.2737171717171717,0.0,6
James Cook,BUF,RB,RB,0.57,0.0,0.12,0.32,0.0,0.13,0.5148075615395077,0.65,4
Kemon Hall,TB,DB,DB,0.57,0.0,0.0,0.0,0.48,0.09,0.17470394736842104,0.15,7
Ta'Quon Graham,PHI,DL,DL,0.56,0.0,0.0,0.0,0.34,0.21,0.3900969696969697,0.35,5
Tory Horton,SEA,WR,WR,0.56,0.0,0.0,0.39,0.0,0.17,0.48125000000000007,0.8,1
Pat Bryant,DEN,WR,WR,0.56,0.0,-0.04,0.45,0.0,0.15,0.43235294117647055,0.3,1
Javon Bullard,GB,DB,DB,0.55,0.0,0.0,0.0,0.2,0.35,0.7064670138888888,0.0,2
Colby Wooden,IND,DL,DL,0.55,0.0,0.0,0.0,0.33,0.22,0.39542895700790437,0.0,3
Jason Marshall Jr.,MIA,DB,DB,0.55,0.0,0.0,0.0,0.39,0.16,0.31416666666666665,0.3,1
Dane Jackson,JAX,DB,DB,0.55,0.0,0.0,0.0,0.41,0.14,0.28864809081527343,0.15,6
Troy Dye,LAC,LB,LB,0.55,0.0,0.0,0.0,0.43,0.12,0.30610544662309375,0.0,6
Kei'Trel Clark,ARI,DB,DB,0.55,0.0,0.0,0.0,0.44,0.11,0.229054945054945,0.0,3
Ty Johnson,BUF,RB,RB,0.55,0.0,0.08,0.4,0.0,0.07,0.26670653594771243,0.3,7
LeQuint Allen Jr.,JAX,RB,RB,0.55,0.0,-0.02,-0.12,0.63,0.06,0.22444444444444445,0.65,1
Davon Godchaux,NO,DL,DL,0.54,0.0,0.0,0.0,0.26,0.29,0.5185548293391431,0.55,9
Teddye Buchanan,BAL,LB,LB,0.54,0.0,0.0,0.0,0.26,0.28,0.7078571428571429,0.2,1
Maxwell Hairston,BUF,DB,DB,0.54,0.0,0.0,0.0,0.26,0.28,0.5672727272727273,0.0,1
Olamide Zaccheaus,ATL,WR,WR,0.54,0.0,0.11,0.26,0.0,0.17,0.49630312273057364,0.8,7
Alex Austin,MIA,DB,DB,0.54,0.0,0.0,0.0,0.4,0.14,0.27007478632478626,0.15,3
David Moore,CAR,WR,WR,0.54,0.0,0.02,0.39,0.0,0.13,0.3678224135182528,0.6,9
Jesse Luketa,NE,LB,LB,0.54,0.0,0.0,0.0,0.45,0.09,0.2126832298136646,0.0,4
Ray Davis,BUF,RB,RB,0.54,0.0,0.12,0.37,0.0,0.05,0.18541118421052633,0.1,2
Benjamin Morrison,TB,DB,DB,0.53,0.0,0.0,0.0,0.22,0.31,0.625,0.3,1
Tyler Warren,IND,TE,TE,0.53,-0.02,-0.31,0.61,0.0,0.25,0.8382352941176471,0.8,1
Azareye'h Thomas,NYJ,DB,DB,0.53,0.0,0.0,0.0,0.33,0.2,0.3958333333333333,0.0,1
Bobby Brown III,CAR,DL,DL,0.53,0.0,0.0,0.0,0.34,0.19,0.3418310091467986,0.55,5
Jordan Whittington,LA,WR,WR,0.53,0.0,0.13,0.27,0.0,0.12,0.35422987616099066,0.3,2
DeWayne Carter,BUF,DL,DL,0.52,0.0,0.0,0.0,0.29,0.23,0.4263636363636364,0.35,2
Noah Igbinoghene,SEA,DB,DB,0.52,0.0,0.0,0.0,0.31,0.21,0.41576084656084655,0.0,6
Dante Trader Jr.,MIA,DB,DB,0.52,0.0,0.0,0.0,0.32,0.2,0.40058823529411763,0.88,1
Jalen Tolbert,MIA,WR,WR,0.52,0.0,0.0,0.33,0.0,0.19,0.5306452932991921,0.85,4
Josh Oliver,MIN,TE,TE,0.52,0.0,0.0,0.38,0.0,0.14,0.46125189334993255,0.4,7
Brenton Cox Jr.,GB,DL,DL,0.52,0.0,0.0,0.0,0.38,0.13,0.24275641025641026,0.35,3
Kenneth Gainwell,TB,RB,RB,0.52,0.02,-0.03,0.07,0.36,0.1,0.38930868347338937,0.65,5
Kris Abrams-Draine,DEN,DB,DB,0.52,0.0,0.0,0.0,0.41,0.11,0.21358552631578945,0.15,2
Cam Ward,TEN,QB,QB,0.51,-0.38,-0.06,0.0,0.0,0.95,0.9464705882352941,0.0,1
Nick Westbrook-Ikhine,IND,WR,WR,0.51,0.0,0.0,0.31,0.0,0.2,0.5832745098039216,0.8,6
Josh Butler,DAL,DB,DB,0.51,0.0,0.0,0.0,0.31,0.2,0.39949999999999997,0.0,3
Jake Ferguson,DAL,TE,TE,0.51,0.0,-0.08,0.4,0.0,0.2,0.6518324539117972,0.8,4
Dawson Knox,BUF,TE,TE,0.51,0.01,0.0,0.32,0.0,0.19,0.6175118679050567,0.4,7
Justin Watson,HOU,WR,WR,0.51,0.0,0.0,0.37,0.0,0.14,0.39055438596491227,0.3,8
Davis Mills,HOU,QB,QB,0.5,0.09,-0.12,0.0,0.0,0.53,0.5348820512820512,0.0,5
Wan'Dale Robinson,TEN,WR,WR,0.5,0.0,0.08,0.14,0.0,0.28,0.790890104879161,0.8,4
Cameron Mitchell,IND,DB,DB,0.5,0.0,0.0,0.0,0.32,0.18,0.3620211161387632,0.0,3
Barryn Sorrell,GB,DL,DL,0.5,0.0,0.0,0.0,0.39,0.11,0.2,0.25,1
Oluwafemi Oladejo,TEN,LB,LB,0.49,0.0,0.0,0.0,0.25,0.24,0.592,0.0,1
T.J. Hockenson,MIN,TE,TE,0.49,0.0,-0.13,0.39,0.0,0.22,0.7453124579124579,0.8,7
Cedric Johnson,CIN,DL,DL,0.49,0.0,0.0,0.0,0.33,0.16,0.2915277777777777,0.0,2
Austin Hooper,ATL,TE,TE,0.49,0.0,0.0,0.34,0.0,0.15,0.5140277777777778,0.4,10
M.J. Stewart,HOU,DB,DB,0.49,0.0,0.06,0.0,0.27,0.15,0.3075941008882185,0.0,8
McKinnley Jackson,CIN,DL,DL,0.49,0.0,0.0,0.0,0.34,0.14,0.26355769230769227,0.0,2
Isaac TeSlaa,DET,WR,WR,0.49,0.0,0.0,0.35,0.0,0.14,0.396470588235294,0.6,1
Ja'Sir Taylor,CIN,DB,DB,0.49,0.0,0.0,0.0,0.36,0.13,0.25313978188174496,0.0,4
Tyrell Shavers,BUF,WR,WR,0.49,0.0,0.0,0.38,0.0,0.11,0.31243055555555554,0.15,3
Noah Sewell,CHI,LB,LB,0.49,0.0,0.0,0.0,0.38,0.11,0.2668967784352399,0.0,3
Dell Pettus,NE,DB,DB,0.49,0.0,0.14,0.0,0.26,0.09,0.17953081232492993,0.0,2
Javon Solomon,BUF,DL,DL,0.49,0.0,0.0,0.0,0.4,0.09,0.16321594427244582,0.0,2
Jaylin Simpson,GB,DB,DB,0.48,0.0,0.0,0.0,0.0,0.48,0.9562499999999999,0.15,2
Tre Tucker,LV,WR,WR,0.48,0.0,0.05,0.15,0.0,0.28,0.813472850678733,0.85,3
Keon Coleman,BUF,WR,WR,0.48,0.0,0.06,0.19,0.0,0.23,0.6541406249999999,0.3,2
Oronde Gadsden II,LAC,TE,TE,0.48,0.0,0.0,0.3,0.0,0.18,0.6150000000000001,0.8,1
Darnell Washington,PIT,TE,TE,0.48,0.0,0.0,0.32,0.0,0.16,0.5346011396011396,0.4,3
Tyrion Ingram-Dawkins,MIN,DL,DL,0.48,0.0,0.0,0.0,0.32,0.16,0.2864285714285714,0.65,1
Ventrell Miller,JAX,LB,LB,0.48,0.0,0.0,0.0,0.36,0.12,0.29,0.45,3
Jordan Jefferson,CIN,DL,DL,0.48,0.0,0.0,0.0,0.37,0.11,0.20187499999999997,0.0,2
Joshua Williams,TEN,DB,DB,0.48,0.0,0.0,0.0,0.38,0.09,0.18866666666666665,0.0,4
Princely Umanmielen,CAR,LB,LB,0.48,0.0,0.0,0.0,0.4,0.09,0.22176470588235297,0.0,1
Ashton Dulin,IND,WR,WR,0.48,0.0,0.3,0.1,0.0,0.08,0.22053869969040246,0.3,7
T.J. Sanders,BUF,DL,DL,0.47,0.0,0.0,0.0,0.24,0.23,0.41785714285714287,0.25,1
Jakorian Bennett,PHI,DB,DB,0.47,0.0,0.0,0.0,0.29,0.18,0.35478321678321667,0.0,3
Tez Johnson,TB,WR,WR,0.47,0.0,-0.1,0.41,0.0,0.16,0.470625,0.3,1
Charlie Kolar,LAC,TE,TE,0.47,0.0,0.12,0.25,0.0,0.1,0.33160875512995897,0.4,4
KaVontae Turpin,DAL,WR,WR,0.47,0.0,-0.03,0.41,0.0,0.09,0.26463724290205676,0.0,7
Jahdae Walker,CHI,WR,WR,0.47,0.0,0.0,0.42,0.0,0.05,0.15111111111111108,0.3,1
Julius Brents,MIA,DB,DB,0.46,0.0,0.0,0.0,0.26,0.2,0.4019047619047619,0.62,3
Chig Okonkwo,WAS,TE,TE,0.46,0.0,0.0,0.28,0.0,0.18,0.6056224350205199,0.8,4
Cory Durden,NE,DL,DL,0.46,0.0,0.0,0.0,0.27,0.18,0.33031440781440785,0.55,3
Elijah Chatman,CLE,DL,DL,0.46,0.0,0.0,0.0,0.28,0.18,0.3222794117647058,0.0,2
Byron Young,PHI,DL,DL,0.46,0.0,0.0,0.0,0.31,0.15,0.2816872427983539,0.25,3
Chris Williams,ATL,DL,DL,0.46,0.0,0.0,0.0,0.33,0.14,0.2511702786377709,0.0,6
Kelee Ringo,PHI,DB,DB,0.46,0.0,0.0,0.0,0.36,0.1,0.19938542938542933,0.0,3
Luke Gifford,SF,LB,LB,0.46,0.0,0.0,0.0,0.41,0.05,0.1290410312273057,0.2,7
Devin Culp,TB,TE,TE,0.46,0.0,0.0,0.43,0.0,0.02,0.08238461538461538,0.4,2
Caelen Carson,DAL,DB,DB,0.45,0.0,0.0,0.0,0.2,0.25,0.49828125,0.0,2
A.T. Perry,PIT,WR,WR,0.45,0.0,0.0,0.26,0.0,0.19,0.53,0.6,3
Lonnie Johnson,MIA,DB,DB,0.45,0.0,0.0,0.0,0.29,0.16,0.3140553791887124,0.0,7
Elijah Garcia,ATL,DL,DL,0.45,0.0,0.0,0.0,0.32,0.13,0.24078626799557032,0.0,4
Jackson Hawes,BUF,TE,TE,0.45,0.0,0.0,0.32,0.0,0.13,0.4278947368421053,0.15,1
Brandon Pili,SEA,DL,DL,0.45,0.0,0.0,0.0,0.36,0.09,0.15747863247863247,0.35,3
Connor Heyward,LV,TE,TE,0.45,-0.0,0.37,0.03,0.0,0.05,0.16223210214318284,0.4,4
Tanner Hudson,CIN,TE,TE,0.45,-0.04,0.13,0.3,0.0,0.06,0.19464309764309762,0.15,8
Tyson Bagent,CHI,QB,QB,0.44,0.19,0.04,0.0,0.0,0.21,0.20936752136752132,0.0,3
Garrett Wilson,NYJ,WR,WR,0.44,-0.01,-0.03,0.17,0.0,0.31,0.896593707250342,0.85,4
Shemar Stewart,CIN,DL,DL,0.44,0.0,0.0,0.0,0.14,0.3,0.5375,0.0,1
Dean Lowry,PIT,DL,DL,0.44,0.0,0.0,0.0,0.25,0.19,0.3442577777777778,0.25,10
LaBryan Ray,CAR,DL,DL,0.44,0.0,0.0,0.0,0.26,0.18,0.3266170669451212,0.35,4
Leonard Taylor III,NE,DL,DL,0.44,0.0,0.0,0.0,0.28,0.16,0.28501984126984126,0.35,2
Mohamoud Diabate,TEN,LB,LB,0.44,0.0,0.0,0.0,0.29,0.15,0.36392156862745106,0.0,3
Percy Butler,WAS,DB,DB,0.44,0.0,0.0,0.0,0.32,0.13,0.2530852713178295,0.0,4
Sydney Brown,ATL,DB,DB,0.44,0.0,0.0,0.0,0.35,0.1,0.19458119658119657,0.0,3
Rylie Mills,SEA,DL,DL,0.44,0.0,0.0,0.0,0.38,0.05,0.09666666666666668,0.0,1
Efton Chism III,NE,WR,WR,0.44,-0.08,0.0,0.45,0.0,0.07,0.199,0.0,1
Patrick O'Connell,SEA,LB,LB,0.44,0.0,0.0,0.0,0.43,0.02,0.03974358974358974,0.0,3
Calvin Austin III,NYG,WR,WR,0.43,0.0,0.1,0.15,0.0,0.18,0.5094444444444446,0.0,4
Colby Parkinson,LA,TE,TE,0.43,0.0,0.0,0.26,0.0,0.16,0.5386416586127629,0.4,6
Foster Moreau,HOU,TE,TE,0.43,0.0,0.0,0.27,0.0,0.16,0.5234571598336304,0.4,7
Cooper Kupp,SEA,WR,WR,0.43,-0.28,0.01,0.42,0.0,0.29,0.8204413169676327,0.3,9
Dyami Brown,WAS,WR,WR,0.43,-0.01,0.29,0.03,0.0,0.12,0.3552074696545284,0.6,5
Javontae Jean-Baptiste,WAS,LB,LB,0.43,0.0,0.0,0.0,0.31,0.11,0.28475,0.0,2
Samaje Perine,CIN,RB,RB,0.43,0.0,0.22,0.14,0.0,0.08,0.3259215456943011,0.65,9
Scott Matlock,LAC,RB,RB,0.43,0.0,0.0,0.05,0.31,0.08,0.32315233785822023,0.65,3
Ethan Downs,KC,LB,LB,0.43,0.0,0.0,0.0,0.36,0.07,0.18,0.45,1
Trevor Siemian,ATL,QB,QB,0.42,-0.27,-0.03,0.0,0.0,0.72,0.7215897435897436,0.0,11
Darien Porter,LV,DB,DB,0.42,0.0,0.0,0.0,0.16,0.26,0.5294117647058824,0.3,1
Marquise Brown,PHI,WR,WR,0.42,0.0,0.04,0.16,0.0,0.22,0.6314740740740741,0.6,7
Darius Muasau,NYG,LB,LB,0.42,0.0,0.0,0.0,0.21,0.21,0.5288125,0.0,2
DJ Davidson,WAS,DL,DL,0.42,0.0,0.0,0.0,0.27,0.15,0.27,0.0,4
Darrell Luter Jr.,SF,DB,DB,0.42,0.0,0.0,0.0,0.35,0.07,0.13622267206477734,0.0,3
D'Anthony Bell,SEA,DB,DB,0.42,0.0,0.0,0.0,0.37,0.05,0.10922176622587021,0.0,4
Drew Sanders,DEN,LB,LB,0.42,0.0,0.0,0.0,0.37,0.05,0.13031578947368422,0.0,3
Del'Shawn Phillips,LAC,LB,LB,0.42,0.0,0.0,0.0,0.39,0.03,0.0630397890150212,0.0,7
Bam Martin-Scott,CAR,LB,LB,0.42,0.0,0.0,0.0,0.4,0.02,0.04611111111111112,0.0,1
Josh Johnson,CIN,QB,QB,0.41,0.75,-0.69,0.0,0.0,0.34,0.34469298245614033,0.0,18
Josh Tupou,NYG,DL,DL,0.41,0.0,0.0,0.0,0.23,0.18,0.33218824839877464,0.0,9
Tre Harris,LAC,WR,WR,0.41,0.0,-0.0,0.24,0.0,0.17,0.49,0.6,1
Tim Patrick,NYJ,WR,WR,0.41,0.0,0.0,0.26,0.0,0.15,0.43992214532871965,0.8,9
Mike Gesicki,CIN,TE,TE,0.41,-0.0,0.0,0.32,-0.03,0.13,0.43934450589352547,0.8,8
Cody White,SEA,WR,WR,0.41,0.0,0.0,0.29,0.0,0.12,0.35,0.15,6
Elijah Ponder,NE,LB,LB,0.41,0.0,0.0,0.0,0.3,0.11,0.2700000000000001,0.0,1
Jake Tonges,SF,TE,TE,0.41,0.0,0.0,0.34,0.0,0.07,0.21869517543859654,0.4,4
Josh Downs,IND,WR,WR,0.4,0.0,-0.19,0.37,0.0,0.22,0.6204099332040508,0.6,3
Sam Kamara,CLE,DL,DL,0.4,0.0,0.0,0.0,0.2,0.2,0.37224747474747477,0.0,5
JuJu Smith-Schuster,NYG,WR,WR,0.4,0.0,0.01,0.19,0.0,0.2,0.5752630536531466,0.15,9
Bijan Robinson,ATL,RB,RB,0.4,0.0,-0.19,0.4,0.0,0.19,0.7548114630467571,0.65,3
Tommy Tremble,CAR,TE,TE,0.4,0.0,0.01,0.21,0.0,0.18,0.5988554829339142,0.8,5
Khyiris Tonga,KC,DL,DL,0.4,0.0,0.0,0.0,0.22,0.18,0.3203079604491369,0.35,5
Adam Trautman,DEN,TE,TE,0.4,0.0,0.0,0.22,0.0,0.17,0.5808639517345399,0.8,6
Dorian Williams,BUF,LB,LB,0.4,0.0,0.0,0.0,0.23,0.17,0.4207149497675814,0.0,3
Damone Clark,DET,LB,LB,0.4,0.0,0.0,0.0,0.29,0.11,0.2641666666666666,0.0,4
KJ Henry,PIT,DL,DL,0.4,0.0,0.0,0.0,0.32,0.07,0.1333076923076923,0.0,3
Jimmy Horn Jr.,CAR,WR,WR,0.4,0.0,0.29,0.05,0.0,0.07,0.1985714285714286,0.15,1
